City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
118,salym,60.0625,71.4789,15.66,93,100,10.09,RU,1674626309
119,portland,45.5234,-122.6762,45.21,90,75,1.99,US,1674626208
120,ouahigouya,13.5828,-2.4216,74.07,18,4,8.41,BF,1674626310
121,constitucion,-35.3333,-72.4167,55.8,75,0,10.54,CL,1674626311
122,sibolga,1.7427,98.7792,81.45,76,88,3.13,ID,1674626312
123,coihaique,-45.5752,-72.0662,48.81,76,0,4.61,CL,1674626313
124,ahipara,-35.1667,173.1667,69.76,63,29,12.82,NZ,1674626314
125,mahebourg,-20.4081,57.7,75.25,94,75,5.75,MU,1674626314
126,vilhena,-12.7406,-60.1458,67.93,99,51,2.71,BR,1674626315
127,rehoboth,-23.3167,17.0833,72.43,38,64,11.45,NA,1674626316
128,kargasok,59.0556,80.8572,-4.61,87,92,9.57,RU,1674626317
129,marzuq,14.4,46.4667,66.78,51,0,6.8,YE,1674626318
130,kaitangata,-46.2817,169.8464,63.25,75,80,5.12,NZ,1674626318
131,byron bay,-28.65,153.6167,88.95,65,64,12.95,AU,1674626164
132,upernavik,72.7868,-56.1549,6.84,92,100,8.32,GL,1674626320
133,victoria,22.2855,114.1577,59.25,66,84,10.0,HK,1674626162
134,henties bay,-22.116,14.2845,64.47,86,71,7.14,NA,1674626321
135,cherskiy,68.75,161.3,-22.68,95,100,0.74,RU,1674626321
136,margate,51.3813,1.3862,38.88,83,50,1.01,GB,1674626322
137,bacolod,10.6667,122.95,81.86,67,80,18.52,PH,1674626108
138,barrow,71.2906,-156.7887,-19.03,98,59,14.92,US,1674626323
139,roma,43.2128,-75.4557,30.38,87,99,3.53,US,1674626323
140,ledyard,41.4398,-72.0142,37.08,83,83,5.39,US,1674626324
141,koungou,-12.7336,45.2042,76.71,94,75,19.57,YT,1674626325
142,san pedro de cajas,-11.2511,-75.8617,38.17,91,77,2.26,PE,1674626325
143,carnarvon,-24.8667,113.6333,85.84,58,1,19.44,AU,1674626326
144,lebu,-37.6167,-73.65,55.06,79,0,16.13,CL,1674626327
145,dikson,73.5069,80.5464,-0.87,93,100,27.42,RU,1674626327
146,forrest city,35.0081,-90.7898,33.46,91,100,14.94,US,1674626328
147,agadir,30.4202,-9.5982,43.25,40,0,2.35,MA,1674626329
148,plettenberg bay,-34.0527,23.3716,66.34,54,89,0.94,ZA,1674626329
149,muravlenko,63.7898,74.523,5.97,95,100,13.82,RU,1674626330
150,kahului,20.8947,-156.47,75.85,88,24,3.0,US,1674626331
151,balkanabat,39.5108,54.3671,35.26,32,0,1.63,TM,1674626332
152,saint andrews,34.0454,-81.1293,42.46,65,64,6.35,US,1674626332
153,kavieng,-2.5744,150.7967,83.35,68,86,5.57,PG,1674626333
154,bandipur,27.9333,84.4167,72.14,20,5,4.25,NP,1674626333
155,olonets,60.9847,32.9698,31.73,95,100,14.72,RU,1674626334
156,ordu,40.9086,37.6845,34.2,89,100,2.08,TR,1674626335
157,severo-kurilsk,50.6789,156.125,28.71,95,100,68.07,RU,1674626038
158,pakhtakoron,40.1571,68.7466,28.56,71,80,2.86,TJ,1674626336
159,fortuna,40.5982,-124.1573,44.98,99,0,0.0,US,1674626336
160,barmer,25.75,71.3833,65.14,14,0,7.76,IN,1674626337
161,marinette,45.1,-87.6307,27.09,97,80,1.92,US,1674626337
162,tiksi,71.6872,128.8694,-38.09,98,52,8.12,RU,1674626338
163,longyearbyen,78.2186,15.6401,22.84,68,75,14.97,SJ,1674626339
164,juneau,58.3019,-134.4197,43.21,97,100,16.11,US,1674626149
165,lazaro cardenas,17.9583,-102.2,70.3,74,0,4.03,MX,1674626340
166,iguape,-24.7081,-47.5553,72.7,93,6,2.46,BR,1674626340
167,kirakira,-10.4544,161.9205,82.8,76,97,8.08,SB,1674626341
168,northview,43.0456,-85.6006,31.71,85,100,3.0,US,1674626342
169,luderitz,-26.6481,15.1594,65.16,64,3,20.24,NA,1674626343
170,suratgarh,29.3167,73.9,64.29,26,0,5.97,IN,1674626344
171,ponta do sol,32.6667,-17.1,59.63,49,5,9.46,PT,1674626345
172,moron,-34.6534,-58.6198,80.35,59,32,9.31,AR,1674626345
173,ouesso,1.6136,16.0517,72.03,74,98,2.33,CG,1674626346
174,tuktoyaktuk,69.4541,-133.0374,-4.0,77,100,13.8,CA,1674626347
175,raudeberg,61.9875,5.1352,45.95,1,100,27.18,NO,1674626347
176,simdega,22.6167,84.5167,84.2,18,14,3.38,IN,1674626348
177,nara,34.6851,135.8049,36.97,51,97,12.48,JP,1674626064
178,batagay,67.6333,134.6333,-56.34,99,68,1.72,RU,1674626349
179,huarmey,-10.0681,-78.1522,69.57,85,97,5.08,PE,1674626351
180,atherton,53.5237,-2.4935,45.43,94,100,2.19,GB,1674626352
181,temir,49.1414,57.13,8.42,92,27,3.78,KZ,1674626353
182,coquimbo,-29.9533,-71.3436,62.33,100,0,2.3,CL,1674626354
183,sale,34.0389,-6.8166,44.74,100,40,0.0,MA,1674626075
184,marsabit,2.3284,37.9899,68.18,66,31,16.89,KE,1674626355
185,shiyan,32.6475,110.7781,36.41,23,99,4.25,CN,1674626356
186,aswan,24.0934,32.907,54.7,62,0,6.91,EG,1674626158
187,cabo san lucas,22.8909,-109.9124,58.6,58,67,4.72,MX,1674626079
188,port hedland,-20.3167,118.5667,98.65,41,70,13.8,AU,1674626358
189,maryville,35.7565,-83.9705,43.68,73,100,5.01,US,1674626359
190,airai,-8.9266,125.4092,68.38,82,100,2.26,TL,1674626360
191,belomorsk,64.5232,34.7668,33.08,97,100,18.52,RU,1674626361
192,dimona,31.0667,35.0333,54.16,62,0,1.83,IL,1674626362
193,yabrud,33.9674,36.6574,40.71,72,11,2.37,SY,1674626363
194,xining,36.6167,101.7667,31.21,12,93,5.08,CN,1674626363
195,williston,48.147,-103.618,16.54,98,96,0.69,US,1674626364
196,tahe,52.3333,124.7333,-6.79,74,45,2.77,CN,1674626365
197,chapais,49.7834,-74.8492,-13.22,100,37,2.89,CA,1674626365
198,matara,5.9485,80.5353,83.44,62,57,2.55,LK,1674626277
199,xichang,27.8964,102.2634,58.21,42,86,2.62,CN,1674626367
200,tura,25.5198,90.2201,79.59,29,7,3.8,IN,1674626368
201,avarua,-21.2078,-159.775,78.85,83,35,4.61,CK,1674626369
202,mardin,37.3131,40.7436,40.55,49,3,2.95,TR,1674626300
203,qaanaaq,77.484,-69.3632,5.4,64,93,9.8,GL,1674626370
204,ongandjera,-17.8833,15.0667,70.41,55,14,5.93,NA,1674626370
205,meulaboh,4.1363,96.1285,84.78,64,57,11.86,ID,1674626371
206,qeshm,26.9581,56.2719,62.49,40,45,23.78,IR,1674626372
207,sungaipenuh,-2.0833,101.3833,74.61,56,100,2.64,ID,1674626372
208,ferme-neuve,46.7001,-75.4493,-3.05,99,46,3.36,CA,1674626373
209,ormara,25.2088,64.6357,62.65,28,0,19.91,PK,1674626374
210,mujiayingzi,42.1167,118.7833,14.0,32,34,13.27,CN,1674626374
211,salalah,17.0151,54.0924,74.14,62,54,11.54,OM,1674626375
212,vanimo,-2.6741,141.3028,83.98,69,80,7.2,PG,1674626376
213,mocuba,-16.8392,36.9856,78.62,76,100,7.9,MZ,1674626376
214,ati,13.2154,18.3353,68.13,14,90,8.52,TD,1674626377
215,bengkulu,-3.8004,102.2655,82.78,66,98,6.89,ID,1674626377
216,torbay,47.6666,-52.7314,33.39,87,75,27.63,CA,1674626378
217,praya,14.9215,-23.5087,66.74,68,40,8.05,CV,1674626379
218,touros,-5.1989,-35.4608,77.14,75,3,7.43,BR,1674626379
219,westerland,54.9079,8.3033,35.62,87,100,10.36,DE,1674626381
220,chokurdakh,70.6333,147.9167,-28.82,97,100,2.15,RU,1674626381
221,puerto baquerizo moreno,-0.9,-89.6,74.32,87,25,6.44,EC,1674626382
222,talnakh,69.4865,88.3972,-7.8,98,100,13.85,RU,1674626383
223,bubaque,11.2833,-15.8333,73.94,80,96,11.3,GW,1674626383
224,nantucket,41.2835,-70.0995,38.14,78,20,18.14,US,1674626168
225,provideniya,64.3833,-173.3,-6.9,76,1,11.54,RU,1674626384
226,salta,-24.7859,-65.4117,70.57,81,40,5.75,AR,1674626385
227,sorland,67.667,12.6934,42.66,93,100,25.48,NO,1674626386
228,honiara,-9.4333,159.95,82.98,79,95,5.93,SB,1674626386
229,saint george,37.1041,-113.5841,37.44,51,9,1.99,US,1674626324
230,aksu,41.1231,80.2644,15.39,65,51,0.92,CN,1674626388
231,aklavik,68.2191,-135.0107,-3.48,92,100,11.72,CA,1674626389
232,belmonte,-15.8631,-38.8828,76.44,88,75,7.67,BR,1674626389
233,blackwater,-23.5833,148.8833,93.47,34,8,6.15,AU,1674626134
234,thongwa,16.7619,96.5278,86.16,28,67,5.86,MM,1674626390
235,buenavista,8.9769,125.4089,77.52,80,100,1.61,PH,1674626391
236,yerbogachen,61.2767,108.0108,-18.98,87,100,3.83,RU,1674626391
237,nova vicosa,-17.8919,-39.3719,77.04,89,100,12.44,BR,1674626392
238,erdenet,49.0333,104.0833,0.61,78,95,3.58,MN,1674626393
239,non sang,16.8687,102.5664,76.19,31,1,6.02,TH,1674626393
240,khatanga,71.9667,102.5,-22.61,86,100,4.21,RU,1674626394
241,vieksniai,56.2333,22.5167,34.72,93,100,13.02,LT,1674626395
242,erenhot,43.6475,111.9767,6.6,55,44,12.33,CN,1674626395
243,fortuna foothills,32.6578,-114.4119,45.7,39,0,4.32,US,1674626396
244,agadez,19.75,10.25,65.37,15,0,7.09,NE,1674626396
245,bagamoyo,-6.4333,38.9,78.78,78,96,13.78,TZ,1674626397
246,klaksvik,62.2266,-6.589,43.72,83,35,26.69,FO,1674626398
247,kousseri,12.0769,15.0306,66.16,19,85,6.91,CM,1674626398
248,brae,60.3964,-1.353,45.64,81,87,26.22,GB,1674626399
249,faanui,-16.4833,-151.75,81.68,75,100,15.9,PF,1674626400
250,villa del rosario,7.8339,-72.4742,70.18,94,20,2.3,CO,1674626400
251,rio gallegos,-51.6226,-69.2181,54.64,35,75,20.04,AR,1674626405
252,tazovskiy,67.4667,78.7,2.32,94,100,15.41,RU,1674626408
253,guadalajara,20.6667,-103.3333,52.25,46,0,2.46,MX,1674626289
254,oranjemund,-28.55,16.4333,62.44,70,0,16.67,NA,1674626424
255,la ronge,55.1001,-105.2842,12.34,97,99,0.56,CA,1674626425
256,taltal,-25.4,-70.4833,67.8,87,48,1.77,CL,1674626427
257,hambantota,6.1241,81.1185,84.54,70,20,5.75,LK,1674626429
258,naze,28.3667,129.4833,46.87,68,100,13.22,JP,1674626430
259,elmadag,39.9208,33.2308,31.35,87,42,3.87,TR,1674626433
260,mana,5.6592,-53.7767,73.0,80,11,7.47,GF,1674626434
261,vila velha,-20.3297,-40.2925,74.95,97,100,3.0,BR,1674626434
262,iqaluit,63.7506,-68.5145,-25.31,67,0,29.93,CA,1674626331
263,powell,40.1578,-83.0752,33.6,89,75,5.75,US,1674626395
264,narsaq,60.9167,-46.05,37.62,80,100,24.96,GL,1674626436
265,lata,40.1629,-8.3327,37.92,83,0,4.61,PT,1674626437
266,anadyr,64.75,177.4833,-10.7,70,0,8.95,RU,1674626438
267,hinton,53.4001,-117.5857,26.74,88,100,7.34,CA,1674626439
268,lidkoping,58.5052,13.1577,39.22,97,100,17.11,SE,1674626439
269,imbituba,-28.24,-48.6703,71.31,89,2,4.85,BR,1674626441
270,pacific grove,36.6177,-121.9166,50.65,84,18,5.84,US,1674626277
271,singaraja,-8.112,115.0882,84.15,70,91,1.83,ID,1674626442
272,dunedin,-45.8742,170.5036,63.81,80,38,1.99,NZ,1674626443
273,pisco,-13.7,-76.2167,68.02,86,86,1.41,PE,1674626443
274,port-cartier,50.0334,-66.8654,3.18,79,2,14.9,CA,1674626444
275,katsuura,35.1333,140.3,34.48,25,47,8.01,JP,1674626445
276,bangassou,4.7413,22.8184,73.04,28,91,2.48,CF,1674626446
277,chumikan,54.7183,135.315,-19.59,86,100,18.86,RU,1674626447
278,grand gaube,-20.0064,57.6608,74.37,88,100,3.0,MU,1674626448
279,ambovombe,-25.1667,46.0833,79.59,75,98,22.75,MG,1674626449
280,sao filipe,14.8961,-24.4956,69.28,70,97,7.58,CV,1674626449
281,moose factory,51.2585,-80.6094,-27.08,100,45,1.99,CA,1674626450
282,kruisfontein,-34.0033,24.7314,64.89,47,43,6.42,ZA,1674626451
283,okmulgee,35.6234,-95.9605,33.91,93,100,5.75,US,1674626452
284,ipil,7.75,122.5167,80.17,73,100,12.59,PH,1674626452
285,nizwa,22.9333,57.5333,61.38,60,1,3.69,OM,1674626453
286,vostok,46.4856,135.8833,-18.94,93,100,10.36,RU,1674626454
287,wilmington,34.2257,-77.9447,48.85,95,22,2.24,US,1674626198
288,schotten,50.5,9.1333,34.92,91,74,2.42,DE,1674626455
289,yuzhno-kurilsk,44.0306,145.8556,16.02,63,100,33.67,RU,1674626456
290,lagoa,39.05,-27.9833,58.98,85,15,16.53,PT,1674626456
291,aberdeen,57.1437,-2.0981,51.21,82,76,13.8,GB,1674626457
292,labytnangi,66.6572,66.4183,6.98,85,100,8.52,RU,1674626458
293,janauba,-15.8025,-43.3089,69.48,96,100,0.58,BR,1674626458
294,sukhothai,17.25,99.6667,84.81,37,0,1.57,TH,1674626460
295,centralia,46.7162,-122.9543,43.34,97,100,0.0,US,1674626426
296,kloulklubed,7.0419,134.2556,82.17,79,77,15.84,PW,1674626461
297,arlit,18.7369,7.3853,67.87,16,9,5.82,NE,1674626462
298,kuusamo,65.9667,29.1833,33.84,93,100,18.41,FI,1674626464
299,te anau,-45.4167,167.7167,69.91,36,46,6.42,NZ,1674626466
300,olafsvik,64.8945,-23.7142,32.56,63,78,12.84,IS,1674626468
301,belaya gora,68.5333,146.4167,-28.89,98,100,1.23,RU,1674626469
302,jinka,5.65,36.65,74.64,32,99,5.1,ET,1674626470
303,shingu,33.7333,135.9833,39.06,46,93,12.91,JP,1674626471
304,payo,-3.7508,103.6372,80.31,79,98,2.75,ID,1674626473
305,otradnyy,53.376,51.3452,-2.58,99,71,3.62,RU,1674626474
306,progreso,21.2833,-89.6667,75.11,81,1,13.04,MX,1674626475
307,saint-georges,12.0564,-61.7485,75.9,80,57,13.69,GD,1674626405
308,comodoro rivadavia,-45.8667,-67.5,58.86,38,0,19.57,AR,1674626478
309,flin flon,54.7682,-101.865,-3.35,99,84,4.09,CA,1674626443
310,hauterive,46.0901,3.4459,34.56,93,61,0.96,FR,1674626480
311,waren,53.5167,12.6833,30.02,81,6,4.85,DE,1674626481
312,nishihara,26.1842,127.7558,58.68,58,75,16.11,JP,1674626482
313,dabakala,8.3667,-4.4333,74.03,81,77,3.04,CI,1674626482
314,verkhovazhye,60.7472,42.0465,21.76,94,92,8.97,RU,1674626483
315,latung,5.5,120.8833,79.54,78,100,16.73,PH,1674626484
316,adelaide,-34.9333,138.6,84.92,43,20,17.27,AU,1674626403
317,bantry,51.6833,-9.45,47.79,96,100,4.09,IE,1674626486
318,monrovia,6.3005,-10.7969,73.51,88,100,7.45,LR,1674626410
319,chimore,-16.9833,-65.1333,73.18,99,100,1.03,BO,1674626487
320,paamiut,61.994,-49.6678,37.87,66,100,47.07,GL,1674626488
321,tomatlan,19.9333,-105.25,62.73,91,0,2.95,MX,1674626490
